,Tanggal Tweet,Username,Tweet,Sentimen
457,2022-08-23 08:59:22+00:00,abbas_respect,"@hyang_wisnu @kemkominfo @PlateJohnny Jangan Salah Kaprah,Ini Kaitan PSE Kominfo dengan Data Bocor
@kemkominfo @PlateJohnny",Netral
458,2022-08-23 08:58:31+00:00,abbas_respect,"Jangan Salah Kaprah,Ini Kaitan PSE Kominfo dengan Data Bocor

@kemkominfo 
@PlateJohnny https://t.co/K1jBGJoOKp",Netral
459,2022-08-23 08:41:02+00:00,Elbarak_,"Memang benar Kominfo mewajibkan PSE lingkup privat untuk mendaftar. 
Tetapi salah kaprah jika menangkap tujuan dari pendaftaran tersebut adalah untuk melindungi data pribadi pengguna.
@kemkominfo
@PlateJohnny
https://t.co/pEK9R1XnDH",Positif
460,2022-08-23 08:39:52+00:00,ZilaAr_,"PSE merupakan program Kominfo yang mewajibkan penyelenggara jasa digital untuk mendaftar. Tujuannya melindungi data pribadi pengguna hingga memudahkan pendataan pajak.
@kemkominfo
@PlateJohnny
https://t.co/c1bTdoiyx0",Positif
461,2022-08-23 08:38:21+00:00,arinuzula,"Konteks pernyataan Menkominfo Johnny G Plate jelas kalau situs https://t.co/xibWO80LQU tidak terdaftar dalam PSE Kominfo, maka situs tersebut akan diblokir.
@kemkominfo
@PlateJohnny
https://t.co/IDYDJEOXPK",Netral
462,2022-08-23 08:26:03+00:00,Marbot_Udien,"@hyang_wisnu @kemkominfo @PlateJohnny Konteks pernyataan Menkominfo Johnny G Plate jelas kalau situs https://t.co/H8Mdaksg6y tidak terdaftar dalam PSE Kominfo, maka situs tersebut akan diblokir.
@PlateJohnny @kemkominfo",Positif
463,2022-08-23 08:24:03+00:00,Marbot_Udien,"Kominfo dan Menteri Johnny G. Plate lagi dan lagi menjadi sasaran maki netizen. Akhir bulan Juli 2022, Kominfo dibuli lantaran kebijakan pendaftaran bagi penyelenggara sistem elektronik (PSE) lingkup privat. 
@PlateJohnny @kemkominfo https://t.co/jxA1y1b57R",Negatif
464,2022-08-23 06:51:06+00:00,GarudaWisnu11,"Jika mendaftar, PSE dapat beroperasi di wilayah kedaulatan Negara Kesatuan Republik Indonesia. Namun, setelah mendaftar dan mendapatkan hak-haknya, PSE pun wajib tunduk pada hukum yang berlaku di wilayah kedaulatan NKRI.
@PlateJohnny 
@kemkominfo 
https://t.co/gTmIF9bOG7",Netral
465,2022-08-23 06:48:31+00:00,Gajah_Mada01,"PSE merupakan program Kominfo yang mewajibkan penyelenggara jasa digital untuk mendaftar. Tujuannya melindungi data pribadi pengguna hingga memudahkan pendataan pajak.
@PlateJohnny 
@kemkominfo 
https://t.co/WLq6YwnqVL",Positif
466,2022-08-23 06:46:20+00:00,babegalak1,"Benarkah pendaftaran PSE Kominfo dan kebocoran data tidak berhubungan atau berkaitan?
Jawaban singkatnya ""ada"".
Sayangnya, kaitan antara keduanya salah dipahami. 
@PlateJohnny 
@kemkominfo 
https://t.co/uEqyRBC6wQ",Netral
467,2022-08-23 06:37:52+00:00,Spy_Zone85,"Dengan demikian, setelah mendaftar, PSE semestinya meningkatkan sistem keamanannya guna melindungi data pribadi penggunanya.
@kemkominfo @PlateJohnny @jokowi
https://t.co/BUBRqjy5f5",Netral
468,2022-08-23 06:36:39+00:00,AryPrasetyo_85,"Jadi, sejatinya pendaftaran PSE dan kebocoran data sangat terkait erat. Namun, kewajiban melakukan pelindungan ada pada masing-masing PSE, bukan @kemkominfo. 
@PlateJohnny @jokowi @DivHumas_Polri
https://t.co/Vdb5fzfAQr",Positif
469,2022-08-23 06:35:07+00:00,Aryprasetyo85,"Jika mendaftar, PSE dapat beroperasi di wilayah kedaulatan Negara Kesatuan Republik Indonesia. Namun, setelah mendaftar dan mendapatkan hak-haknya, PSE pun wajib tunduk pada hukum yang berlaku di wilayah kedaulatan NKRI.
@kemkominfo @jokowi @PlateJohnny
https://t.co/iOsuLsuaIF",Positif
470,2022-08-23 06:00:04+00:00,miicies,"Salah Kaprah Netizen: ""Sudah Daftar PSE Kominfo, Kok Data Masih Bocor""

Mendaftar PSE @kemkominfo bukan memohon perlindungan kepada Kominfo dari ancaman peretasan data. Pasalnya, urusan keamanan merupakan otoritas PSE masing-masing. 
@PlateJohnny
https://t.co/ucUD7K01mu",Positif
471,2022-08-23 05:58:07+00:00,DS_yantie,"Salah Kaprah Netizen: ""Sudah Daftar PSE @kemkominfo, Kok Data Masih Bocor""

Pertanyaannya, apakah PSE sudah menunaikan kewajibannya setelah mendaftar PSE Kominfo? 
@PlateJohnny
https://t.co/kLntgTv5r1",Netral
472,2022-08-23 05:55:22+00:00,Ddwie5,"Salah Kaprah Netizen: ""Sudah Daftar PSE @kemkominfo, Kok Data Masih Bocor""

Padahal, antara pendaftaran PSE dan kebocoran data sama sekali tidak ada kaitannya.
@PlateJohnny
https://t.co/9hay4Ew3bT",Positif
473,2022-08-23 05:41:22+00:00,abbas_respect,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi antara pendaftaran PSE dan kebocoran data sama sekali tidak ada kaitannya.

@kemkominfo @PlateJohnny",Netral
474,2022-08-23 05:40:35+00:00,abbas_respect,"Salah Kaprah Netizen: ""Sudah Daftar PSE Kominfo, Kok Data Masih Bocor""

@kemkominfo @PlateJohnny https://t.co/dSQweWiGKH",Netral
475,2022-08-23 05:37:13+00:00,Prabu_dasamuka,@hyang_wisnu @kemkominfo @PlateJohnny beda dong PSE sama kebocoran data. @PlateJohnny @kemkominfo,Positif
476,2022-08-23 05:09:01+00:00,abbas_respect,@hyang_wisnu @PlateJohnny Menkominfo @kemkominfo  @PlateJohnny mengatakan pihaknya masih dalam proses verifikasi terhadap situs  yang statusnya tak terdaftar di sistem Penyelenggara Sistem Elektronik (PSE) Kominfo.,Netral
477,2022-08-23 05:07:32+00:00,abbas_respect,"Situs Hacker Pembocor Data PLN Tak Terdaftar PSE, Kominfo Akan Blokir

@kemkominfo @PlateJohnny https://t.co/77fIsb6PEN",Netral
478,2022-08-23 04:45:00+00:00,miicies,"Situs Hacker Pembocor Data PLN Tak Terdaftar PSE, Kominfo Akan Blokir

@kemkominfo masih dalam proses verifikasi terhadap situs tersebut yg statusnya tak terdaftar di sistem Penyelenggara Sistem Elektronik (PSE) Kominfo
@PlateJohnny https://t.co/GeiPsIn2GU
https://t.co/o4BvirBpNA",Netral
479,2022-08-23 04:32:58+00:00,Ddwie5,"Data Bocor Lagi, Kominfo Jangan Seperti Pemadam Kebakaran

@kemkominfo telah berulang kali mengingatkan agar penyelenggara sistem elektronik (PSE) dan pengelola website lembaga negara untuk memperkokoh sistem pertahanannya.
@PlateJohnny
https://t.co/1jgmeN0oeA",Positif
480,2022-08-23 04:22:35+00:00,hyang_wisnu,"Jangan Salah Kaprah,Ini Kaitan PSE Kominfo dengan Data Bocor

Benar,@kemkominfo mewajibkan PSE lingkup privat untuk mendaftar. 

Tetapi salah kaprah jika menangkap tujuan dari pendaftaran tersebut adalah untuk melindungi data pribadi pengguna.
@PlateJohnny https://t.co/23y21TVgPk",Positif
481,2022-08-23 03:23:25+00:00,inddraa5,Nih om joni joni yes papa @PlateJohnny kalo bisa beresin baru deh di undang lg ke closethedoor. https://t.co/qO6k6vPo0Q,Negatif
482,2022-08-23 02:44:48+00:00,FaGtng,"Badan Siber dan Sandi Negara (BSSN) dan @kemkominfo terus melakukan pendampingan terhadap penyelenggara sistem elektronik (PSE). 

@kemkominfo 
@PlateJohnny https://t.co/pSo0la9mdv",Positif
483,2022-08-23 01:40:41+00:00,FaGtng,"@kemkominfo sedang melakukan proses verifikasi terhadap situs-situs yg statusnya TIDAK TERDAFTAR dalam sistem PSE Kominfo.

@PlateJohnny 
https://t.co/Uwq6WMQLSK",Netral
484,2022-08-23 01:27:15+00:00,FaGtng,"@kemkominfo memang telah berulang kali mengingatkan agar PSE dan pengelola website lembaga negara untuk memperkokoh sistem pertahanannya.

@PlateJohnny
https://t.co/mA9mAzVTBX",Netral
485,2022-08-22 22:28:45+00:00,arinuzula,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Menurut @kemkominfo , antara pendaftaran PSE dg kebocoran data itu hal yang berbeda.",Netral
486,2022-08-22 22:23:40+00:00,ZilaAr_,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Pendaftaran PSE lingkup privat yang tertuang dalam Permen Kominfo No. 5/2022 telah mengakomodasi ancaman pembocoran data pribadi.
@PlateJohnny @kemkominfo",Netral
487,2022-08-22 22:23:13+00:00,ZilaAr_,"Pendaftaran PSE lingkup privat yang tertuang dalam Permen Kominfo No. 5/2022 telah mengakomodasi ancaman pembocoran data pribadi.
@PlateJohnny @kemkominfo https://t.co/pH7JQ8RcTd",Positif
488,2022-08-22 22:13:20+00:00,Elbarak_,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Hrs di bedakan antara daftar PSE dan Pelindungan Data Pribadi. 
@kemkominfo",Netral
489,2022-08-22 21:50:23+00:00,arinuzula,"Terkait Pelindungan Data Pribadi, 
PSE pun wajib melakukan pelindungan Data Pribadi sesuai dengan ketentuan peraturan   perundang-undangan. 
@kemkominfo
@PlateJohnny
https://t.co/T5UMZ7VVoW",Netral
490,2022-08-22 17:08:36+00:00,Vaya7z,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Apa² yg disalahkan mrk sll kominfo, heran deh 

Padahal yg berkewajiban menjaga data pribadi adalah PSE itu sendiri
@PlateJohnny
@kemkominfo",Positif
491,2022-08-22 16:58:59+00:00,SenjaArjunaku,"Masyarakat harus tahu dan memahami bahwa antara pendaftaran PSE dan kebocoran data sama sekali tidak ada kaitannya.

@kemkominfo @PlateJohnny @jokowi https://t.co/XfPw0yTFRs",Netral
492,2022-08-22 16:36:41+00:00,tinqts2,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Banyak yg gak paham soal pendaftaran PSE
@PlateJohnny 
@kemkominfo",Negatif
493,2022-08-22 16:17:50+00:00,SydneyX5w,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Urusan keamanan merupakan otoritas PSE masing² 👍
@PlateJohnny
@kemkominfo",Netral
494,2022-08-22 16:15:46+00:00,SydneyX5w,"Yang salah kaprah soal PSE wajib baca nich.. 👇😁
@PlateJohnny 
@kemkominfo https://t.co/v0i9qRWULm",Netral
495,2022-08-22 14:46:11+00:00,bathroomsiinger,@hyang_wisnu @PlateJohnny Ini merupakan bukti tindakan tegas @kemkominfo @PlateJohnny untuk menindak situs-situs yang belum mendaftar PSE Kominfo.,Positif
496,2022-08-22 14:26:03+00:00,sonyakei_,"https://t.co/MjHipBlGpC
Lagian, mendaftar PSE Kominfo bukan memohon perlindungan kepada Kominfo dari ancaman peretasan data. Pasalnya, urusan keamanan merupakan otoritas PSE masing-masing. 
@PlateJohnny
@kemkominfo",Positif
497,2022-08-22 13:50:00+00:00,vita_AVP,"Sinergi semua pihak mutlak dibutuhkan agar program ASO tetap sesuai jadwal dan tidak melanggar undang-undang yang berlaku.

@PlateJohnny 
@kemkominfo https://t.co/9HC6H18JrX",Netral
498,2022-08-22 13:46:20+00:00,tinqts2,"https://t.co/Em61rk5DbB
Pendaftaran PSE juga bertujuan agar setiap penyelenggara sistem elektronik tunduk &amp;  patuh pada aturan² yang berlaku di Indonesia, termasuk soal pemungutan pajak.
@PlateJohnny
@kemkominfo",Positif
499,2022-08-22 13:12:58+00:00,SydneyX5w,"Salah Kaprah Netizen: ""Sudah Daftar PSE Kominfo, Kok Data Masih Bocor""

Sebagai contoh, jika PayPal berhasil diretas &amp; data penggunanya dibocorkan, apakah @kemkominfo bisa dimintai pertanggungjawabannya krn PayPal sdh mendaftar PSE Kominfo? 
@PlateJohnny

https://t.co/xJK23AP15R",Positif
500,2022-08-22 12:10:54+00:00,dowerrio,"HUT 77 RI: Lewat PSE, Kominfo Jawab Keresahan KH. Agus Salim. 👍

@0330Vita @Carla_T_92 @7skies7days
@kemkominfo @PlateJohnny @Progresifz @Kapitein_1825 @Raden_Wijaya008
https://t.co/lIdn2LQcXt",Positif
501,2022-09-30 06:03:24+00:00,widhidevanka,"disahkannya UU PDP, maka semua PSE harus mempunyai firewall dan teknologi enkripsi yang dapat terus ditingkatkan, agar mampu menahan serangan siber yang berlangsung terus-menerus. Juga cepat dalam penanganan maupun pencegahan.
 #jagaprivasikita
 Bijak Jejak Digital https://t.co/2xmF7IaUbk",netral
502,2022-09-29 09:34:32+00:00,NasDem,"Anggota Komisi I DPR RI dari Fraksi Partai NasDem, Muhammad Farhan menegaskan UU Pelindungan Data Pribadi (PDP) akan memastikan seluruh Penyelenggara Sistem Elektronik (PSE) mengikuti standar keamanan siber nasional.
 

 Berita lengkapnya:
 https://t.co/zLdluobOVd
 

 #PartaiNasDem https://t.co/zTRN3Icejh",netral
503,2022-09-29 08:06:47+00:00,MiaNa212,Dengan disahkannya UU PDP pemerintah dapat melakukan pengawasan dan memberikan sanksi kepada PSE untuk dapat mengamankan data dari para pengguna https://t.co/GWDJy0lqwU,positif
504,2022-09-29 07:46:40+00:00,ezmei18,"Dengan disahkannya UU PDP, pemerintah dapat melakukan pengawasan dan memberikan sanksi kepada penyelenggara sistem elektronik (PSE) https://t.co/ZovJ2OzChs",positif
505,2022-09-28 13:32:05+00:00,Rizky2Ratu,"@hyang_wisnu @PlateJohnny @kemkominfo @jokowi PSE swasta juga wajib menjaga dan melindungi data pribadi masyarakat sesuai dengan Undang-Undang Informasi dan Transaksi Elektronik (UU ITE) serta Peraturan Pemerintah (PP) Nomor 71 Tahun 2019 tentang Penyelenggaraan Sistem dan Transaksi Elektronik.
 @kemkominfo @PlateJohnny",netral
506,2022-09-28 03:11:35+00:00,_haye_,"Ini yang paling mungkin, tapi ga cuma dua itu. Banyak yg bisa. 
 

 Fokusnya ga usah pada asumsi dulu, dikumpulkan saja bukti forensik digitalnya dulu. Operator Seluler dan PSE kan diatur segrambyong UU dalam dan luar negeri. 
 

 Kl yg BUMN takut, Facebook pasti beda kl digugat di AS. https://t.co/4WAsVdSB6i",negatif
507,2022-09-27 02:40:17+00:00,RizkymArifin,"@detikcom UU ITE ADALAH UU Kejahatan kebebasan &amp; Pembungkaman/Intimidasi Korban. Pak Mahfud lebih baik MUNDUR dari Menteri dan itu UU HAPUS semua: Terutama RKUHP DAN PSE. 
 

 Karena system hukum disini makin CHAOS, jangan sampai kita negara ini mengikuti jejak AFGANISTAN seperti Taliban. 🙏🏻",negatif
508,2022-09-25 05:24:00+00:00,Melly002me,"Dengan disahkannya RUU PDP, pemerintah dalam hal ini Kementerian Kominfo akan melaksanakan pengawasan terhadap tata kelola data pribadi oleh para Penyelenggara Sistem Elektronik (PSE).
 #poinpentingpdp
 Aturan UU PDP https://t.co/TyppNSbzdI",positif
509,2022-09-25 05:01:47+00:00,parkyeoliey,"RUU Pelindungan Data Pribadi (PDP) telah disetujui bersama oleh DPR &amp; Presiden. Dengan disahkannya RUU PDP,pemerintah dalam hal ini Kominfo akan melaksanakan pengawasan terhadap tata kelola data pribadi oleh para Penyelenggara Sistem Elektronik (PSE)
 #poinpentingpdp Aturan UU PDP https://t.co/QJEMAom8Vl",netral
510,2022-09-22 05:00:00+00:00,ziahhmain,"Dengan disahkannya RUU PDP, pemerintah dalam hal ini Kementerian Kominfo akan melaksanakan pengawasan terhadap tata kelola data pribadi oleh para Penyelenggara Sistem Elektronik (PSE).
 #kitapunyapdp
 Manfaat UU PDP https://t.co/D7XRsdYWFg",netral
511,2022-09-21 15:09:06+00:00,NewsSiber,"Ada UU Perlindungan Data Pribadi, Kominfo Awasi Tata Kelola Data Pribadi PSE https://t.co/J5SpKC9IVa",netral
512,2022-09-21 14:24:05+00:00,KeamananSiber,"Ada UU Perlindungan Data Pribadi, Kominfo Awasi Tata Kelola Data Pribadi PSE https://t.co/PlxmxOExlI",netral
513,2022-09-21 06:49:34+00:00,Cerita_Parapuan,"UU Perlindungan Data Pribadi Disahkan, Kominfo akan Awasi Tata Kelola PSE https://t.co/DjmBEEKM66",netral
514,2022-09-21 06:24:29+00:00,Marbot_Udien,"@hyang_wisnu @PlateJohnny @kemkominfo @jokowi @miicies @Aryprasetyo85 @03__nakula @DS_yantie @delArdian_ @farrel27 @D_N4bil5 UU PDP ini, kata Menkominfo Johnny G Plate, mengatur hak-hak pemilik data pribadi dan mengatur sanksi bagi PSE atas tata kelola data pribadi yang diproses dalam sistem mereka masing-masing.
 @PlateJohnny @kemkominfo",netral
515,2022-09-21 01:26:55+00:00,AgustinusTopik,"UU PDP Terbit...
 Salah satu kewajiban PSE, baik swasta maupun publik atau pemerintah, adalah memastikan di dalam sistemnya data pribadi masyarakat terlindungi, 
 PSE dan Pemerintah hrs Bertanggung Jawab Bila Data Bocor. YG SETUJU? RT
 https://t.co/EYqRS2EmND",netral
516,2022-09-21 01:06:57+00:00,boyke_bond_Jr,"UU PDP alias undang-undang perlindungan data pribadi udh disahin noh!
 Jd,kl data pribadi loh (muka loh,alamat rmh,Medical record, dll)) disebarin,dipublish,dirilis,tanpa permisi sm kelen,baik di PSE publik (pny pemerintah),&amp; PSE Privat (swasta),kelen bs tuntut pidana &amp; perdata.",negatif
517,2022-09-20 17:31:38+00:00,Flam3OfV,"Menurut Menkominfo @PlateJohnny PSE swasta juga wajib menjaga dan melindungi data pribadi masyarakat sesuai dengan UU ITE serta PP Nomor 71 Tahun 2019 tentang Penyelenggaraan Sistem dan Transaksi Elektronik.
 @PlateJohnny
  @kemkominfo https://t.co/KmNGGu3XLr",netral
518,2022-09-20 14:20:04+00:00,KATADATAcoid,"Ahli menilai perlunya aturan turunan dari UU Pelindungan Data Pribadi (UU PDP), yakni mengenai sanksi yang tegas untuk Penyelenggara Sistem Elektronik (PSE) lingkup publik maupun pemerintah. https://t.co/VxNTvOtJF1",netral
519,2022-09-20 13:52:44+00:00,ivooxid,Menkominfo Harapkan Penguatan Teknologi PSE Setelah UU PDP Disahkan https://t.co/IMZIcNDer6,positif
520,2022-09-20 12:04:29+00:00,mojokdotco,"Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP) sudah disahkan menjadi undang-undang, Selasa (20/9) ini. UU ini akan mengatur hak-hak pemilik data pribadi dan mengatur sanksi-sanksi bagi Penyelenggara Sistem Elektronik (PSE). #Terbaru #Kilas https://t.co/QD16Mv6M7P",netral
521,2022-09-20 11:43:43+00:00,detikinet,"UU PDP disiapkan untuk pihak PSE yang memproses data pribadi masyarakat. Dalam UU PDP ada empat tugas yang harus dijalankan pihak-pihak PSE, apa saja? https://t.co/IMh3b2L8pE",netral
522,2022-09-20 11:25:16+00:00,ngalap1berkah,"@hyang_wisnu @PlateJohnny @kemkominfo @jokowi Menurut Menkominfo Johnny G. Plate, PSE swasta juga wajib menjaga dan melindungi data pribadi masyarakat sesuai dengan UU ITE serta PP Nomor 71 Tahun 2019 tentang Penyelenggaraan Sistem dan Transaksi Elektronik.
 @PlateJohnny @kemkominfo",netral
523,2022-09-20 10:45:00+00:00,TirtoID,"Usai RUU PDP jadi UU, keamanan informasi berada di tangan BSSN. Sementara Kominfo jadi pemeriksa kepatuhan PSE.
 

 https://t.co/HfqaPYjjQs",netral
524,2022-09-20 10:32:06+00:00,Rayleo130399,"@hyang_wisnu @PlateJohnny @kemkominfo @jokowi PSE swasta juga wajib menjaga dan melindungi data pribadi masyarakat sesuai dengan Undang-Undang Informasi dan Transaksi Elektronik (UU ITE) serta Peraturan Pemerintah (PP) Nomor 71 Tahun 2019 tentang Penyelenggaraan Sistem dan Transaksi Elektronik.
 @kemkominfo @PlateJohnny",netral
525,2022-09-20 09:04:29+00:00,intimeID,"Bisa Kena Sanksi, UU PDP Wajibkan PSE Lindungi Data Pribadi https://t.co/kTKEIK2jVp
 

 #UUPDP #JohnnyGPlate #Kominfo #Hacker #Bjorka #KeamananSiber",netral
526,2022-09-20 05:34:35+00:00,CryptoKuta,"Menkominfo Johnny G.Plate :
 

 ""PSE swasta wajib menjaga dan melindungi data pribadi masyarakat sesuai dengan UU ITE dan Peraturan Pemerintah Nomor 71 Tahun 2019 tentang Penyelenggaraan Sistem dan Transaksi Elektronik""
 

 @PlateJohnny @jokowi @kemkominfo https://t.co/qXDYmnKF4D",netral
527,2022-09-16 11:36:45+00:00,ISDialogue,"UU ini memberikan wewenang kepada otoritas pajak menunjuk platform Penyelenggara Sistem Elektronik (PSE), termasuk marketplace atau lokapasar, sebagai pemungut dan pemotong pajak terhadap penjual pada platformnya diprediksi akan berdampak signifikan bagi ekosistem ekonomi digital",netral
528,2022-09-15 16:00:16+00:00,putrivio3,"Sebelum RUU PDP ditetapkan sebagai UU PDP alangkah baiknya bila peristiwa peretasan oleh Bjorka dijadikan sebagai momentum bagi PSE, pengelola website, @kemkominfo, BSSN, dan pihak-pihak lainnya untuk segera membenahi sistem keamanan sibernya. https://t.co/6fD8PDNFXP",negatif
529,2022-09-15 05:45:16+00:00,_RizkyIndra,"@thespectras Sejak jaman vimeo di blokir, ""internet cepat buat apa"", pse, dan sekarang akhirnya keliatan kualitas keamanan data kita.
 

 Seolah dia naikin ke permukaan aja hal2 yang perlu di bahas.
 Akhirnya dengan gerakan dia, UU perlindungan data pribadi terbit kan? Blm sempurna, but nice move",positif
530,2022-09-15 00:55:47+00:00,voaindonesia,"""Untuk mengurangi dan mencegah kebocoran data dari sisi negara, dalam hal ini Kominfo dan DPR, harus segera menyelesaikan UU PDP. Dengan UU ini semua PSE dipaksa melakukan pengamanan secara maksimal,"" kata Pratama. [6] https://t.co/54eSJD5Obr",netral
531,2022-09-13 14:56:26+00:00,akbarharizki,"@MrNarazaky @faridmohmdMF Jangan terlalu fokus kepada pelaku yang meretas, minta jugalah pertanggungjawaban dari Kominfo yang tidak hati-hati selaku PSE terkait, krn Pasal 3 UU ITE telah menyatakan adanya prinsip kehati-hatian.",negatif
532,2022-09-13 14:28:53+00:00,akbarharizki,"@MrNarazaky @faridmohmdMF Meskipun belum ada UU khusus yang mengatur perlindungan data pribadi, bukan berarti tidak ada sama sekali ketentuan terhadap tindakan pencurian, pembocoran data pribadi, maupun pertanggungjawaban dari PSE terkait yakni Pemerintah.",negatif
533,2022-09-13 08:56:53+00:00,boyke_bond_Jr,"@setkabgoid @jokowi @pramonoanung udh ada UU,PP, dsb jumlahnya lumayan soal data pribadi warga Republik ini, tp ngamanin data pribadi warga sendiri acak kadut kyk baru merdeka.
 Udh gt msh aja ngotot Pengawas PDP dibwh pemerintah.pdhl PSE Publik yg rawan bocor.😎
 

 Heker Bjorka diajak rapat jg via Zoom?
 

 @DPR_RI",negatif
534,2022-09-13 07:00:48+00:00,keblinger_id,"“Dengan UU ini semua Penyelenggara Sistem Elektronik (PSE) dipaksa melakukan pengamanan secara maksimal, #ETBjorka
 Jaga Kedaulatan Digital RI
 https://t.co/C3W24oInhe",positif
535,2022-09-12 14:34:24+00:00,boyke_bond_Jr,"270 Juta jiwa cuma planga plongo krn pemerintah sendiri ga bs menjamin data pribadi warganya yg tersimpan &amp; tersebar di PSE Publik spt di Rumah Sakit pamerintah,PeduliLindungi,Telkom, Kemenkes, dsb.
 Pemerintah hny nge-push PSE Privat (swasta).UU PSE berlaku buat publik &amp; privat. https://t.co/oYE1ZBlmgK",negatif
536,2022-09-12 01:50:58+00:00,zareena_azzahra,"@zarazettirazr Heleh kepala suku ko malah nyalahin pihak lain harusnya bersatu bukan kebanyakan buang anggaran bikin lembaga baru 
 

 Katanya perampingan 🤭 
 

 Harus belajar dari sebelumnya jangan sampai ada data bocor lagi
 

 Apa gunanya PSE dan UU perlindungan data konsumen kalau masih bocor",negatif
537,2022-09-11 22:50:19+00:00,rtnF14,"@iSatrio @primawansatrio Kalau aturan PSE dan UU PDP sudah disahkan (dan ditegakkan), security sudah tidak bisa dianggap jadi ""nice to have feature"" lagi...
 

 Karena ancaman pidananya jelas bagi pengembang sistem yang lalai.",netral
538,2022-09-11 11:37:04+00:00,mokodox,"@Sherly0ctaviany @Dennysiregar7 dr kmaren pihak pemerintah mulu yg bisa ngeluarin statement suka-suka, rayain ulang tahun pas lagi di demo, maksain PSE dll.
 

 giliran ada orang yg di pihak sipil suka-suka ke pemerintah, dan sadar kalo orang ini ga bisa di ciduk pake UU ITE, malah panik suruh serang oposisi jg",negatif
539,2022-09-11 00:53:38+00:00,henrysubiakto,@FFathurF Baca UU no 11/2008 ttg ITE pasal 15 ttg keandalan dan keamanan PSE. Baca juga Perpres 53/2017 dan PP no 71 th 2019. Itu mmg demikian menurut regulasi yg berlaku. Kalau hukum diabaikan lalu mau berdasar persepsi yg salah?,negatif
540,2022-09-10 23:10:07+00:00,aryo_adhi,"Kelompok mahasiswa seperti BEM tidak jemu menggaungkan pendapat rakyat seperti BBM, UU Cipta Kerja, PKS, dan lainnya.
 

 Tapi mereka tidak sama sekali berkoar untuk masalah digital seperti PSE, kebocoran data, dan keamanan digital.
 

 Kebetulan?",negatif
541,2022-09-10 16:46:27+00:00,maulidmoon,"Klo ga ada capres yg punya metode dan bisa memastikan hal2 kek PSE dan Jhonny ini gk kejadian lg, bisa berjanji gakan abuse UU ITE 353 buat menjarain orang yg ga sependapat, janji gakan menjarain aktivis, klo ga ada yg bisa menjamin itu, aku 100% golput fix.",negatif
542,2022-09-10 13:23:33+00:00,luthfiyufajjiru,"Berangkat dari UU Perlindungan Data Pribadi, seharusnya Kemenkominfo juga dapat membentuk sebuah satuan kerja auditor keamanan siber yang bertugas untuk menilai kelayakan PSE yang mengoleksi, mengelola, dan memakai informasi sensitif masyarakat sebelum rilis ke publik.",negatif
543,2022-09-10 11:37:52+00:00,DaddyAshari,"@detikcom Pangkalnya krn kita blm pny UU Perlindungan data
 Shg setiap PSE menghimpun data sendiri dan itu rawan disalahgunakan
 

 DPR tdk menjadikan RUU Perlind Pribadi sbg prioritas",negatif
544,2022-09-10 02:19:37+00:00,iqbal_farabi,Indonesia kalau UU ITE isi dan penegakannya lebih fokus ke kewajiban perlindungan data dan audit terhadap perlindungan data bagi PSE publik dan privat: https://t.co/cnP8ayhcBj,netral
545,2022-09-09 06:57:21+00:00,samartemaram,"@antisontoloyo @ApeAstronautz @mrd344 bukan hanya PDP, juga PSE, lo baca aturan PSE itu apa aja, juga udah ditulis berkali kali di UU ITE mengenai security tapi faktanya? kagak keluar keluar kan aturannya karna orang resisten ama UU ITE",negatif
546,2022-09-09 02:14:16+00:00,gpwisnujati,"Kejadian kemensos dengan UU PSE, lalau menggertak dengana akan membuat produk aplikasi sendiri. Memperlihatkan bahwa masih ada kekurangan di kemkominfo. Kominfo seharusnya menjadi ujung tombak perkembangan teknologi informasi. Seharusnya juga menjadi paling ekspert di bidang IT",negatif
547,2022-09-08 06:44:49+00:00,Aryprasetyo85,"@kemenkominfo tugas nya memang regulator! Perlindungan data saat ini di pegang oleh masing PSE, Di dalam PP dan UU PSE punya kewajiban untuk melindungi data yg mereka simpan. https://t.co/KnsACE3DUt",negatif
548,2022-09-08 06:44:17+00:00,Aryprasetyo85,@GatotSwandito @kemkominfo @BSSN_RI @KEMENKOMINFO @kemenkominfo memberikan regulasi dan aturan dan sanksi bagi PSE yang tidak mematuhi peraturan dan UU dalam pengumpulan dan perlindungan data yang mereka Untuk keamanan cyber memang tugas @bssn_ri. Untuk tindak pidana cyber tugas @ccicpolri dan @divisihumaspolri,negatif
549,2022-09-08 06:44:05+00:00,Aryprasetyo85,"@GatotSwandito @kemkominfo @BSSN_RI @kemenkominfo tugas nya memang regulator! Perlindungan data saat ini di pegang oleh masing PSE, Di dalam PP dan UU PSE punya kewajiban untuk melindungi data yg mereka simpan.",negatif
550,2022-09-08 05:36:10+00:00,kompascom,"“Dengan kondisi di Indonesia yang belum ada UU PDP, tidak ada upaya memaksa dari negara kepada PSE untuk bisa mengamankan data,"" katanya. https://t.co/OdmH8cknMh",netral
