,Tweet,Sentimen
611,bukti undang pasal karet uu ite pse alat bungkam oposisi sdg hadap krisis krisis mana oknum perintah bungkam org oposisi bebas dapat langgar,negatif
612,indonesia uu lindung data pribadi taruh data data disalahgunakan ribet kominfo daftar pse tuntut akses sistem data elektronik pse data gak bocor buzzer,negatif
613,selamat pagi semangat pagi anak bangsa lupa sarap tentang uu pse beraktifitas,negatif
614,bukti pse motif kuasa alir informasi indonesia penting politik tega hukum adil administrasi sesuai pulang pergi uu bicara tegak uu,negatif
615,bentuk uu mewarning blokir pse lupa daftar umum oh umum masyarakat salah pers media sorot,negatif
616,blokir uu nya sdh ribu judi online daftar pse sdh blokir takut yuk cari cuan lg paypal mandek kmrn iya sabar dl let s go,negatif
617,kominfo dengar dapat rakyat niat halang bebas rakyat dasar tegak uu rakyat milik hak bebas akses informasi daftar pse langgar hak tsb,negatif
618,selamat malam selamat istirahat anak bangsa lupa doa kutuk uu pse tidur,negatif
619,mo ga parah steam paypal lain diunblock permenkominfo pse tetep ancam bebas dapat brekspresi bebas pers pnya mekanisme uu pers duduk drpd atur menteri,negatif
620,oke inti pse erti dapat langsung blokir illegal patuh uu ite dll its that simple,negatif
621,again filtrasi uu pdp sah filtrasi konten negatif mekanisme laku isolasi internet indonesia situs text gambar pse,positif
622,uu ite jalan penting oejabat kritik jalan mesti butuh wadah and pse proteksi domisili and sistem filtrasi wadah,negatif
623,nope filtrasi blokir putus adil dasar uu ite putus menteri tri tulis pm kait pse privat dasar salah,negatif
624,okey poin uu batas pse sortir negatif website gak masuk indonesia kelola bilang nih iya pse salah tuju bener filtrasi,negatif
625,bicara tata kelola internet data pribadi atur induk pse ruu pdp bicara konten induk pse uu ite uu pornografi uu pks dsb,netral
626,uu sahkan laku otomatis dasar hukum kuat bgi kominfo slma kominfo sedia layan daftar pse slma usaha paypal mnggubris indah himbauan tsb,positif
627,t inya uu pse kominfo gak pse gak daftar blokir contoh steam blokir pas protes bilang bikin biasa gilir solusi numbalin anak bangsa,negatif
628,emang hindar konten tentang pancasila pakai uu ite uu pornografi uu judi tinggal implementasi aja polri divisi cyber pse divisi aman,negatif
629,thread penasaran atur pse dns whitelist nasional uu permen ite karet masalah bangkit orde,negatif
630,paypal steam buka daftar pse laknat selesai orang nya ga bicara menteri dirjennya aja inget kacung uu itenya rencana dns nasional,negatif
631,epic origin buka pergi uu pse mamggil sobat ok pack,negatif
632,emang gak uu pse permenkominfo,netral
633,daftar pse pahak kominfo paja uu lindung data pribadi data milik individu milik kominfo rakyat atur data,negatif
634,rkuhp atur pse revisi uu ite perfect ekang dapat ati dah,negatif
635,atur rezim hak akses akun pse langgar privasi kedok lindung rakyat jerat uu ite ramai definisi konten hasut nya subyektif penting rezim kritik anggap hasut,negatif
636,atur pse kominfo dasar langgar atur lindung uu,netral
637,uu ite manfaatin orang power alas ambigu jangkau pse jalan bayang gimana digunain condong,negatif
638,bunyi maksud bhw atur pse buka level menteri uu singgung menteri ditjen pajak kemenkeu bunyi cendrung sprt alm gus dur bubar menteri,netral
639,tugas perintah tegak undang undang ri uu amanat segenap pse operasi negeri pse lokal mapun global daftar,positif
640,ttep ga pengaruh mas garang apa ancam atur pse amanat uu masyarakat muda melek ga baris ma emang garang coba turun jalan demo hancur kominfonya cm garang twitter,positif
641,tinggal tunggu cabut permen kominfo bahas ulang uu bela tuh dirjen enak tinggal gk pse menteri beres rugi,negatif
642,payung hukum uu ite iya gak pilih pasal laku pasal terap atur pse uu posisi atur menteri,negatif
643,uu ite cikal lahir pse pse cikal lahir the great firewall dns dipake china tiran internet tumbuh rezim kim kriminalisasi nista agama trhadap minoritas tumbuh rezim kik jokowi besar netizen kaum plural,negatif
644,tolong tega uu pilih jamin aman data sms resah masyarakat berantas judi online daftar pse sehat,negatif
645,atur tutup akses informasi publik atur bentuk undang undang singgung hak asasi uu ite pse daftar blokir,negatif
646,iya bahaya pse indonesia banding pse bentuk penyalahgunaan dr uu ite bungkam kritik,negatif
647,gak berita bagus uu pse revisi pergi,negatif
648,sobat soto babat revisi uu pse panggil sobat,negatif
649,selesai uu lindung data pribadi dpr independensi otoritas lindung data pribadi privasi masyarakat jaga baik teknis aplikasi daftar pse,negatif
650,memenya dg intensi kritik jadi blokir buat regulasi dsb kali produk kemominfo dr uu ite smpe pse masalah oops i government did it again,negatif
651,pulang pergi lampu wenang atur tingkat atur perintah dlm pasal pasal pulang pergi atur sanksi pse daftar pdhl dlm uu ite atur wajib mndftar amp sanksi pmutusan akses pse daftar,negatif
652,iya tulis emg ga nyadap karet nya atur kesana baca tuh ga anti pse ya karet pasal masalah ga tuju iya kali lihat sisi positif mulu uu ite skrg mlenceng fungsi,negatif
653,tl ku bagi pse bahas uu ngamuk apps blokir bahas perintah blokar blokir becus ngelaksanainnya,negatif
654,ngajak diskusi sebentar mas gani ruu pdp bola dpr mas uu pdp sah gak komitmen pse asing taat regulasi domestik iya gmn skandal cambridge analytica data orang indo lakuin lidi kah,negatif
655,orang orang jual beli organ online daftar pse gak langgar uu ite gak pdhl jual beli organ ilegal kominfo pagar pisah informasi buruk,negatif
656,pilih partai politik koalisi masalah kayak golong putih deh uu ite uu cipta kerja ruu kuhp pse,negatif
657,konten dewasa proses hukum siksa hewan viral ga proses hukum uu pse rekap uu artikel kominfo,negatif
658,pse uu ite muncul sebenernya kompak oposisi koalisi diem biar engga cap ngedukung,negatif
659,gk sabar paypal daftar pse atur karet gk salah guna jamin gk aman disalahgunakan uu ite aman data privasi resah publik blok kritik doank bloj,negatif
660,inget judi deh daftar pse tetep langgar uu ite ga toleransi situs judi online operasi daftar pse,netral
661,heh professor boomer baca full uu no iya dosen lihat sistem pse nya pakai service daftar sistem,positif
662,gin loh gin uu niat aman internet langkah pse aman kena dampak buruk pse service service reputasi website website gajelas liar dibiarin,negatif
663,uu pse atur tri doang publikasi forum diskusi grup dg industri guna koordinasi dg regulator industri uang guna jg acu uu deh jaman boro mikir infrastruktur teknologi,negatif
664,regulasi negara meyulitkan rakyat ngegoreng ikan minyak goreng mahal suruh rebus ikan pse ntah manfaat rakyat uu ite,negatif
665,kunci atur menteri kominfo nomor selenggara sistem elektronik pse lingkup privat acu uu ite banget sih emg pse wajib daftar tulis sanksi,positif
666,dah kasih bukti ttd materai cemar nama uu ite pancung kagak sih hasut sjw dolar ite pse mrk makan duit hibah jerman jepang rupa tunggu biar lu,positif
667,ada profesor it universitas nama indonesia sedia dpr mpr bikin nyata tentang uu pse,netral
668,iya beda uu pers regulasi old media user alter ego buat konten kominfo perintah platform daftar pse sensor dox pasal karet iya orba untung kapabilitas nyampe,negatif
669,lha steam udh bayar pajak negara block judi online gak block hujat fungsi pse hubung uu ite,negatif
670,regulator gak hindar frasa resah masyarakat ganggu tertib frasa karet kaya gin bikin tega uu ite sembrono dipake pse ya,negatif
671,argumen tuju pse isi data adminsitratif daulat digital lupa konsekuensi atur atur uu ite,negatif
672,baca uu pse aparat tegak hukum langsung adil minta data ikut hukum internasional adil uu indo adil,negatif
673,pse istilah sjk uu ite sebut platform digital paham atur pse sdh sjk detail dg pulang pergi th baharu dg pulang pergi th permen no th atur teknis operasional,netral
674,tingkat trust nyaman daftar pse aplikasi dihack nerror orang you want us to trust you but you act otherwise nyuruh percaya ghoib aku kuat ghoib tuntut pakai uu,negatif
675,maksud geledah isi cakap privat daulat negara pse privasi langgar uu,negatif
676,uu pse sdh uu nomor ya erti bela segi,negatif
677,lemah perintah uu pse sdh usaha bangun infrastruktur ganti bikin bantu finansial sosialisasi eh main blokir aja iya ngamuk bikin atur main blokir bikin ganti,negatif
678,ide pse tu uu ite susup atur karet ga fokus tuju ga libat publik rasa ga trial error langsung gas enak,negatif
679,pse aparat hukum cek data rakyat indikasi individu trsbt langgar uu anggap pasal karet takutny disalahgunakan wenang platform aplikasi ga daftar pse,negatif
680,asbabun nuzul pse bgtu aplikasi hadir konten radikal suruh daftar pse contoh paypal aplikasi judi online approve iya langgar uu sbutkan,negatif
681,uu sehat jiwa wni atur turun uu mncikalbakali lahir pse cepat banget eksekusi uu cepat eksekusi mmbuktikan gampang sengawur,negatif
682,atur sebenernya diseriusin pakai uu pse ramai rekam jejak audit ngelacak laku wajib aman platform,positif
683,itu ragu pse indonesia data akses tarik pakai kecuali paksa ya peduli lindung aman lagipula uu pdp sah indonesia kominfo desak uu,negatif
684,perintah regulator sedia atur uu ite pulang pergi pste baru pm kominfo pse lingkup privat direktur jenderal aplikasi informatika semuel abrijani pangerapan,netral
685,salah bijak uu nya eksekusi pse diminimalisir resiko sedia alternatif tega atur,negatif
686,aneh banget revisi uu bioekivalen ga kelar kelar uu pse dadak muncul wowkwokwowkwowkowkwokw,negatif
687,presiden b j habibie uu no pers hilang siupp surat izin usaha terbit pers pse siupp iya,positif
688,inti panjang tangan uu karet ite perintah data user pse anggap perintah resah masyarakat ganggu tertib kaya china gitu deh kritik bijak perintah china internet langsung disamperin rumah,negatif
689,web web judi ala ala dibiarin aje uda daftar pse uu ite larang kocak,negatif
690,uu nya pikir nyuruh tanggung perintah mana uu amanat pse jamin aman andal sistem mrk negara sbg awas dasar lindung publik uu,positif
691,yaelah uu ite gk sosoan bikin pse ealah,negatif
692,tuju ga negra kta maju brrti privasi kta intip pse publik private publik sya dukung private sadar gak apa privasi unsur lawan hukum uu ite meme foto pribadi chat akrab dll,netral
693,pse judi daftar ga blokir langgar uu biar negara wajib atur batas,negatif
694,putar kalimat inti perintah gak langsung blokir data guna uu pse data guna antara aparat hukum tri iya undang lindung,negatif
695,bikin uu dpr pse acu permenkominfo uu,netral
696,pse pmse keluar kominfo lembaga menteri kait salah wadah satgas amanah uu mas bro,positif
697,ah beneerrrrr situs judi oneline daftar pse uu judi boleh dirjen apliaksi samuel gagap bedain game online judi online wawancara kompas,negatif
698,brarti paypal daftar pse buzzer pda immune uu ite teror dalem no hp email harass cc sih usaha tiran negara anti kritik,negatif
699,perintah sby ambil posisi moderat dlm tafsir uu ite pse wajib daftar sisa bebas perintah jokowi ambil posisi ekstrem wajib daftar menkominfonya ambil posisi ekstrem dr sekian sanksi ga daftar blokir,negatif
700,tindak blokir situs langgar ham sesuai uu no salah cakup ham hak oleh informasi akses informasi blokir sedia platform daftar pse langgar ham,negatif
701,tindak blokir situs daftar pse langgar hak asasi manusia ham otomatis tentang uu no ham a thread,negatif
702,uu pse oh data safenet pertangah indonesia alami bangkit otoritarisme digital iya emang lindung data pribadi lemah polis nyerah mennsgsni lapor rmasyarakat,positif
703,bunyi pse lingkup privat wajib akses sistem elektronik data elektronik tri dlm rangka awas sesuai uu pasal pakai perintah data guna dalih awas,negatif
704,negara mesti paham hak asasi manusia atur uud negara mesti paham langkah uu permen gak sok pasal oprek data belakang pse,negatif
705,henri negara ga aktif uu negara peran aktif lindung dat contoh atur standar minimal lindung data pse privat amp rutin cek sesuai standar analogi barang wajib sni,positif
706,ga negara atur internet henri uu kuhp ruu kuhp negara bebas pse privat hapus konten anggap kritik perintah lese majeste perintah butuh kritik layan rakyat,negatif
707,dsa penting aman konsumen amp jaga privasi user penting negara amp usaha otak atik user uu pse tegas tntng privasi user pasal kalimat ambigu amp penting kominfo user,negatif
708,akibat gak respon popular pse diblock kominfo yahoo steam paypal acu pulang pergi no sistem transaksi elektronik didasrkan uu ite picu marah masyarakat naik tagar,negatif
709,bunyi uu laku negara pse analogi dg akun email milik platform pakai jaga aman negara tugas tegak uu proses laku jahat siber,positif
710,uu pse nya masalah pling bnyak sorot muat uu bnyak brtntangan provacy policy platform coba cek remotivi safenet twitter youtube gmna problematisnya uu pse,negatif
711,now watching konten blokir usaha payment gateway paypal tutup gara pse klw bicara amanat uu uu rakyat susah uu dipake lindung warga,negatif
712,mrk sdh daftar perintah akses data pribadi guna pse platform larang uu teknis khawatir data pribadi asai perintah alas ada orang paham,positif
713,tanggung aman data pribadi guna selenggara sistem elektronik pse sesuai psl uu ite aman data wajib perintah tanggung dr ribu pse wajib perintah blokir konten langgar uu,netral
714,perintah posesif data privat warga paksa sedia layan internet daftar pse perintah jamin aman data privat warga sah uu pdp trus pie,negatif
715,uu perintah sanksi usaha pse atur aman hacker no salah indonesia security indonesia antisipasi,positif
716,perihal pse aman password nama nik no telp bocor aman wadah lapor langgar karyawan thr bayar lapor perintah uu tenaga kerja,positif
717,uu kebiri si laku gak jahat pse paypall bangkrut perintah indonesia kena sanksi usaha dasar uu indonesia,positif
718,mohon izin prof sadap atur uu ite atur pulang pergi dasar putus mk puu viii atur uu uu ite atur wajib pse ga atur sanksi pse permen atur batas hak guna jg,netral
719,mantan jadi perkosa anak jahat hukum penjara uu kebiri bayang uang paypall cair bangkrut tuntut pse,positif
720,pulang pergi nya konten langgar uu aplikasi larang persis pse siupp jaman orba,negatif
721,lembaga hukum kelas lbh sebut tindak blokir otoritarianisme kominfo tindak dasar amanat uu no atur turun permen no tengat pse,positif
722,uu pse dipajakin ga dg paypal steam dr s skrg tetep dipajakin,negatif
723,daulat bullshit infrastruktur it dipake kominfo ga daftar pse platform judi online langgar uu ite akan pandang gim sama bela jajah pahlawan siang,negatif
724,lupa sahkan ruupdp iya abang ketidakpercayaan msy sistem pse alas pr privacy keman data bebas bicara sektor digital sama dg uu ite,netral
725,pokok masalah biar g muter antum uu pdp gk g indon sd masuk protokol dalam lantas pse diahulukan data pribadi harga gk main abang orang waras bule pse ngotot bundir negara nama,negatif
726,uu us buka data laku perintah adil kelola mending paham kbbi arti kelola kendali atur global dgk pse buka gugat hukum internasional negara dn indon masuk g,negatif
727,tunduk uu ite ie milik data sbg privasi data tuju pse membca data pse kelola data regulator kendali data curi data kominfo legal consent milik data hany dasar pulang pergi,negatif
728,uu pdp gak laku regulasi gdpr abang platform perdata kuhper ikat walapun gdpr khusus perlindngan data orang syarat consent laku perdata pse gk consent milik data tolol,negatif
729,indonesia uu lex spesialis lindung data pribadi gdpr eropa perintah aman environment digital indonesia pse asing,positif
730,terima kasih explanationnya kak izin kutip statement kakak sesuai tsb uu tsb huruf e pse privat buka peluang perintah data rahasia user iya ka langgar ham atur pasal g ayat uud nri,negatif
731,gak efek uu pasal karet bolehin perintah malsa buka data platform daftar pse take down posting resah masyarakat platform,negatif
732,pse registered equals no privacy for users diem bae gapernah sign up data ina inu anu korban identity theft doxing uu ite doang lambe kenceng lindung data konsumen ngarti,negatif
733,perintah ga hak buka privasi pse isi email chat dll isi komputer platform tuju t amp c contoh epic games geledah isi hp polisi bijak lawan uu,negatif
734,gak erti cyber security risk campur aduk cyber risk daftar pse memang tuh us uu nya bilang perintah ambil data konsumen resah masyarakat,negatif
735,benernya uu cuman tanya sbenernya cybersecuritynya lagipula why ppl so pressed abt it lembaga audit it bicara pse aman iya orang audit it,negatif
736,atur pse syarat daftar milik basis data indo platform bas eu milik regulasi gdpr tentang regulasi gak uu pdp indon gak nyata isu bohong tentang atur percaya idiot,negatif
737,mmebela pse uu pdp sd aneh dasar orang aneh dasar pse cuman pulang pergi memberika dampak hukum kecuali izin,negatif
738,uu ite beda interpretasi ahli hukum vs tegak hukum perintah ga revisi iya turun jr laku pse ga legal standing legal standing menang nyata inkonstitusional tetep laku,negatif
739,deh nemu sumber kayak katadata trus nemu the irony judi onlen langgar uu ite daftar pse gapapa,negatif
740,iya atur indonesia langgar privacy policy steam atur atur pse langgar uu ite rip privasi welcome communist,negatif
741,data leaked ulah hacker negeri itu alas hadir pse payung uu ite hukum tegak kalau operasi indonesia at least patuh atur indonesia thats it,positif
742,pse produk turun uu omnibuslaw kemarin mulia presiden jokowi gak sangkut paut nya bangun wooi,negatif
743,beli game disteam kena pajak transaksi gk untung apa judi online langgar pasal ayat uu ite jo pasal ayat uu acc pse berlawana uu no ite pasal ayat,negatif
744,jaman kuliah uu pdp maju ga kali revisi gak signifikan ga godok duluan uu pse tubruk gdpr akses gamasalah bikin atur lokal lihat,negatif
745,mbak nya baca full bijak pse pasal karet sm uu ite lbh aju link adu cacat hukum dapat fakta mbak paham mbak paham track record ga situ hhh bodoh heran,negatif
746,cipta uu ite proyek pse nila t mrk bikin ngirim surat juta situs internet app kerja berat lho abdi daulat negara pandang tukin,positif
747,oiya ding sih informasi orang dalem kominfo uu pse ngelindungin data bla bla bla macemlah,negatif
748,pasal karet pse rawan salahgunakan uu pse kominfo akses data pribadi user izin user tsb paypal steam dlm transaksi ikutin pajak dsb based on tech g prlu kantor mrka matengin uu nya,negatif
749,biarin bahaya sihh perintah bikin tameng uu ite pse gak rakyat ganggu gak bikin tameng,negatif
750,wkwkwk hashtag muncul pas muncul protes ruu kuhp amp revisi uu kpk acung yuk aktivis amp giat sosmed sosmed wa nya ancam atur pse deh terbit leluasa,negatif
751,uu ite kominfo pse ranah privat kominfo paham pola,positif
752,sih ngetrack kriminal iya ngelakuin ngomong-ngomong uu dasar atur pse pasal tindak user resah alat ngancem kritik pemrenta paling fungsi lbh dipake,negatif
753,jadi pse uu ite karet pedas permenkominfo isi makna makna karet ancam ruang hak asasi manusia benah masyarakat awam,negatif
754,ohhh iya sadar sah uu pse kakak nya tahun sah uu cilaka kontol,negatif
755,coba baca uu no ite uu no ite pasal ayt uu no atur laksana pulang pergi no pasal pste pm kmoinfo no pse lingkup privat coba regulasi baca pelan pelan,netral
756,plot twist atur kemenkominfo pse turun you guess it uu cilaka gugur nyata inkonstitusional mahkamah konstitusi ring a bell,negatif
757,kominfo awas konten radikalisme pornografi sara uu it ngaco berantas radikalisme kini sasar platform media sosial krn alas daftar pse kerja kominfo teroris kerja bnpt urus cuman paypal,negatif
758,kominfo atur guys bayar yah epic games steam paypal lain blockir hah bayar pajak duit atur kominfo baca ditunjukkin pse uu blockir bahasa indonesia,negatif
759,iya g atur pse iya ginian atur kayak iya aman aja cmn laksana uu,negatif
760,lucu terap permen tentang uu ite salah payung tindak ilegal judi online larang pse terap lolos approval,negatif
761,kocak situs judi uu ngelarang judi daftar pse dibolehin aaowkaok kocak,negatif
762,syarat atur ketat serta tetap adil dasar wenang sah mohon akses pse tentu beri akses pm kominfo tentu laksana uu no,netral
763,aplikasi judi dilolosin pse aplikasi gak langgar kriminalitas langsung main blok uu langkah hak asasi pasal uud rakyat hak cari hidup main blokir paypal steam dll pakai industri lokal,negatif
764,isi uu nya langgar privasi user inti emang uu pse problematik,negatif
765,atur iya atur klu daftar pse kontribusi iya langgar atur tentu uu laku patuh trhadap atur uu,positif
766,kominfo atur emg ga salah iya uu no gt inti situ udh dijelasin atur pse milik asing domestik wajib ngelapor istilahnyaaa tuju inti stabil include aman jenis gitu,positif
767,sarkas beneran sih beneran asli tolol sih user beli emoney dr game kena ppn blm tim esports dr indo lbh kenal indonesia tu gmn kontribusi gmn lg uu pse g blokir blokir btw data privasi j akses mudah,negatif
768,ngedukung patuh uu judi online lolos pse ngelucu pse penting warga penting kelompok steam gak bolong bayar tax indo tetep kena blok uud hak privasi nya hukum cacat dipake boomers bodoh gin hasilny,negatif
769,utama pandu kasih kominfo daftar pse pandu versi oss oss gak up to date sistem oss rba uu ciptaker jujur teman udh urus izin bingung liat apalg asing,negatif
770,judi daftar pse legal alias hak uu waw ygy,negatif
771,positive thinking atur bolehin kominfo seenaknua buka data pribadi uu lindung data kayak gdpr ati pakai platform daftar pse monitor coba baca polemik,negatif
772,perintah bikin ruang digital nyaman dukung akses privasi ijin potensi pse eksekusi uu ite produk kominfo sih iya jawab masyarakat gak percaya,negatif
773,bayar pertengahn juli emang uu kemenkeu tengah juli alas utama steam blok ga daftar pse keminpo bkan taat pajak,netral
774,kampanye tanyain sikap uu ite pse berani ga janji bebas dapat dprd iya win pilih ga sikap pilih partai gurem ga ambil sikap si incumbent,negatif
775,dasar situ a ruu lindung data privasi bahas komprehensif sah b pse kominfo timbul penyalahgunaan kuasa pasal karet uu ite wajar masyarakat curiga,netral
776,pasang dns level block iya alesan protes gak gelisah pse gak basis hukum kuat uu lampir hak mutus akses situs ganggu tertib ngeluh protes,negatif
777,batas kritik hina tipis banget subjektif atur kominfo pse gabung uu ite hap jabat kritik hina tinggal lapor trus perintah hak data akun anonim kritik,negatif
778,titik berat tuh sih gak tuju perihal blokir blokir daftar pse tunduk atur gak suka kuasa langsung kena uu ite rip privasi rip bebas ekspres tiran,negatif
779,hapus uu pse rasa pasal karet,negatif
780,kominfo lembaga tri bawah perintah presiden tindak blokir tinjau perhati aspek uu pse rasa arogan karet tinjau ulang judicial review,netral
781,bocor data fatal bpjs data juta warga negara indonesia jual raid forums tahun lindung data hak konsumen ga nama daftar pse ancam blokir bikin uu regulasi bener,negatif
782,pse tuh sebenernya atur anti kritik panjang uu ite bungkus retorika daulat khas boomer urus dunia digital kaya ngurusin tanah eh tanah gak beres kemarin gak publik figur kena,negatif
783,vpn lain solusi jangka pendek uu ngatur pse hapus solusi jangka takut uu pse tetep perintah wenang blokir website,negatif
784,daulat digital nurut uu jalan kominfo mk pse mana daftar sesuai regulasi orang nginap kampung lapor rt rw mrk sdh cari rezeki tahun daftar pajak pajak transaksi dr warga negara luar wajib pse,positif
785,daftar pse salah uu tentu kaya tutup mata gamau revisi,negatif
786,make sense sih pemerrintah platform digital buatngikutin atur laku negara tuju dr pse kominfo masuk akal cuman atur pse gk beda uu ite pasal karet dalam ujung nya hukum runcing,negatif
787,beneran dah sebenernya pas uu pse uang transparansi pas buat publikasi emang orang abai ya concern uu uji mk dibatalin iya resah,netral
788,heran wni ngak dorong pse nya daftar maki kominfo jalan uu lindung warga negara iya,positif
789,isu pse publik ajak paham tata kelola platform anjak isu isu kait privasi lindung data pribadi revisi uu ite dll,positif
790,tri bijak ambil putus situs judi akses vpn judi larang uu agama platfom game sarana hibur blokir gara ga daftar pse,negatif
791,gabisa akses om iya gak habis pikir iya uu pse,negatif
792,buruk sangka jabat jalan uu negara jajah usaha usaha asing blokir ngotot jumawa ngak daftar pse,positif
793,main slot bang blokir daftar uu pse karet,negatif
794,pse tuju sih dasar uu permen kepmen,netral
795,cegah tipu wkwkwk tipu atur pse jalan ujung ujung kayak uu ite,negatif
796,lord indo emg uang konstitusi nyatain privasi rakyat kea kite ntu ngape uu pse mas disahin da,negatif
797,koalisi serius revisi uu ite pse sebab mati kreativitas,negatif
798,jurnalistik yaa ite media digital elektronik beda iya media digital masuk uu ite pse uu ite beda sadap cakap pesan singkat sidi,negatif
799,perintah beres uu batas usia guna sosial media banding pse pse an kontol,negatif
800,engga diblockir twitter udh daftar pse gk bebas udh daftar pse ngikutin undang indo tuh kemarin bahas uu indo gk cocok apk twitter kawan,netral
801,uu ber ubah ubah juli kominfo konsisten nge daftar pse,negatif
802,pola layan rakyat kerja gk becus korup tegur eh ngancam rkhup uu ite buzzerp pse endingnya periode,negatif
803,atur daftar pse barang pulang pergi no selenggara sistem transaksi elektronik turun uu ite wajib daftar pse kominfo atur usia dasawarsa,netral
804,bayang jajah belanda amp jepang mana ham indonesia hancur beranta hak warga indonesia bungkam amp intimidasi negara pikir pahit ulang era sah rkuhp pse amp uu ite,negatif
805,bahas regulasi teknologi ngobrol aneka regulasi putar bidang teknologi informasi pse kominfo uu ite lain dampak laku industri masyarakat,netral
806,perkara register gratis pasal karet atur pse gk dr konyol uu ite sharing data usaha komitmen penuh jaga emg wkwk land yakin maintenance data lbih hebat dr google ktp bocor,negatif
807,kemenkominfo blokir google wa ig dll alas daftar pse mending blokir akun buzzer unfaedah pecah belah nkri langgar uu ite,negatif
808,platform global antri daftar jg kapitalis digital abai pasar guna internet indonesia sdh lbh juta netizen daulat digital tegak sesuai uu blokir pse etikad daftar,positif
809,li atur udh pdhl sorot publik dekat tenggat daftar pse lingkup privat besok btw mas sharing update bijak kait amp jasa bantu korban pasal karet uu ite,netral
810,bang kait uu ite karet iya pse baca gak suka seleweng uu ite tuju bang langgar sanksi kaca real life karet standar patuh gak patuh gajelas,negatif
811,tolak uu ite ujar benci perintah ken pse daftar kecuali kebanyakankan orang sanksi patuh turut wajar perintah sanksi caci,positif
812,breach bijak privasi daftar pse privat asing merta patut wenang blokir dr internet sehat wenang ajaib ga uu uu ite amd,negatif
813,ga adil daftar pse privat mayoritas data komunikasi ga public facing tunduk regulasi data sistem ga ngotak web pse kominfo mana public facing data jibun ga ikat atur uu pdp sah,negatif
814,aparat data gitu surat tugas gak surat tugas kudu pse gak ngasih ayat nya dijelasin aparat menyalahgunakan yah kena uu ite emang sih bicara gampang praktek susah alur gitu,negatif
815,takut uu bijak lindung data rugi privasi guna app nya realisasi tawar tawar metadata tsb pse awas kawal,negatif
816,nemu informasi pse moga versi dr uu ite,netral
817,google amp meta kawan daftar pse kominfo uu syarat data wajib indonesia butuh negara asal ga mudah data polisi perintah sebentar mesti pakai vpn,netral
818,uu pse apakabar deadline tanggal juli twitter daftar ikut blokir,negatif
819,registrasi pse sesuai atur uu,netral
820,uu pse lindung data rakyat si lindung kemarin data data pemerinth bocor kali kali kemane,negatif
821,gila demokrasi mati arah siap milu rkuhp bikin pasal lese majeste batas hak suara dunia maya uu pse blokir app anggap bikin onar kenal ganggu perintah,negatif
822,indonesia gak meleng dikit kemarin ramai rkuhp eh deh uu kia sejahtera anak viral uu pse selenggara sistem eletronik ruu bosok gin,netral
823,sesuai amanat uu ite kominfo milik wenang jatuh sanksi administratif sanksi uu platform pse kandung muat negatif,netral
824,sesuai amanat uu ite kominfo milik wenang jatuh sanksi administratif sanksi uu platform pse kandung muat negatif,netral
825,awas sistem elektronik pse selenggara transaksi elektronik pse wajib tunduk tentu uu ite turunanya,netral
826,kominfo awas sistem elektronik pse selenggara transaksi elektronik pse wajib tunduk tentu uu ite turunanya,netral
827,sesuai amanat uu ite kominfo milik wenang jatuh sanksi administratif sanksi uu platform pse kandung muat negatif,netral
828,sesuai amanat uu ite kominfo milik wenang jatuh sanksi sanksi uu platform pse kandung muat negatif dedy madi,netral
829,jenis sanksi administratif uu jenis tegur tulis denda administratif henti henti layan putus akses blokir keluar dr dftr pse,netral
830,juru bicara menteri kominfo jenis sangsi uu jenis tegur denda administratif henti layan putus akses keluar daftar selenggara sistem elektronik pse,netral
831,baca uu ite pasal tanggung aman kehandalan selenggara sistem elektronik peduli lindung iya telkom sdh tata daftar pse linkup publik sebentar undang daftar dul blm,netral
832,lucu segi atur sanksi pse kena data breach peaturan tingkat aman data minim uu no usaha terap atur uu kayak kena data breach playing victim,negatif
833,selesai pse publik permen permen tatacara daftar pp pulang pergi sdh selesai atur hukum lambat mmg uu lambat,positif
834,he he he mmg dlm pse blokir daftar take down konten langgar uu pasal ayat b uu ite administrasi daftar pse pakai atur orang transisi,positif
835,selenggara sistem elektronik selenggara sistem elektronik andal aman tanggung operasi sistem elektronik mesti pasal uu ite nomor pse bpjs bpjs pse pedulilindungi kominfo,netral
836,pendek tau selenggara sistem elektronik pse mmg bebas dr tanggung penyalahgunaan o ato guna psl uu ite lepas tg bukti jk bocor data mk pedulilindungi bukti salah,netral
837,indonesia hubung sehat telaah aman pse bpjs sehat depan dorong bahas rancang uu lindung data pribadi jamin aman masyarakat indonesia,positif
838,indonesia selenggara sistem elektronik pse ribu milik swasta perintah mrk msg jamin sistem andal aman fungsi sbgmn mesti prinsip norma uu ite,positif
839,dasar uu ite serta ubah wajib badan usaha selenggara sistem elektronik pse bentuk pt perhati diri pse,netral
840,kak gramatikal ga konsep nya uu ite cakup luas eropa laku search engine sj uu ite mengakomodir selenggara sistem elektronik pse baca pasal ayat a uu ite,positif
841,bocor data dasar psl uu ite tanggung selenggara sistem elektronik pse bocor toped iya toped tanggung kominfo regulator sdg ngawasi bocor serang hacker mnurut pres bssn kominfo,netral
842,bocor data tokped kemarin tanggung iya selenggara sistem elektronik pse nya coba deh baca uu ite pasal,netral
