,Tweet,Sentimen,lower case,cleaned,formalized,no stopwords,stemmed
364,@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Kebocoran data adalah kelalaian para PSE bukan kesalahan @kemkominfo,negatif,@hyang_wisnu @kemkominfo @platejohnny @jokowi kebocoran data adalah kelalaian para pse bukan kesalahan @kemkominfo,kebocoran data adalah kelalaian para pse bukan kesalahan,kebocoran data adalah kelalaian para pse bukan kesalahan,kebocoran data kelalaian pse kesalahan,bocor data lalai pse salah
365,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Netizen jangan salah kaprah menjadikan @kemkominfo kambing hitam dari keteledoran PSE menjaga data penggunanya. 
 
 @PlateJohnny",positif,"@hyang_wisnu @kemkominfo @platejohnny @jokowi netizen jangan salah kaprah menjadikan @kemkominfo kambing hitam dari keteledoran pse menjaga data penggunanya. 
 
 @platejohnny",netizen jangan salah kaprah menjadikan kambing hitam dari keteledoran pse menjaga data penggunanya.,netizen jangan salah kaprah menjadikan kambing hitam dari keteledoran pse menjaga data penggunanya.,netizen salah kaprah menjadikan kambing hitam keteledoran pse menjaga data penggunanya .,netizen salah kaprah jadi kambing hitam teledor pse jaga data guna
366,"Netizen jangan salah kaprah menjadikan @kemkominfo kambing hitam dari keteledoran PSE menjaga data penggunanya. 
 
 @PlateJohnny https://t.co/veFEVuHarM",positif,"netizen jangan salah kaprah menjadikan @kemkominfo kambing hitam dari keteledoran pse menjaga data penggunanya. 
 
 @platejohnny https://t.co/vefevuharm",netizen jangan salah kaprah menjadikan kambing hitam dari keteledoran pse menjaga data penggunanya.,netizen jangan salah kaprah menjadikan kambing hitam dari keteledoran pse menjaga data penggunanya.,netizen salah kaprah menjadikan kambing hitam keteledoran pse menjaga data penggunanya .,netizen salah kaprah jadi kambing hitam teledor pse jaga data guna
367,"@hyang_wisnu @kemkominfo @PlateJohnny Netizen jangan salah kaprah menjadikan @kemkominfo kambing hitam dari keteledoran PSE menjaga data penggunanya. 
 
 @PlateJohnny",positif,"@hyang_wisnu @kemkominfo @platejohnny netizen jangan salah kaprah menjadikan @kemkominfo kambing hitam dari keteledoran pse menjaga data penggunanya. 
 
 @platejohnny",netizen jangan salah kaprah menjadikan kambing hitam dari keteledoran pse menjaga data penggunanya.,netizen jangan salah kaprah menjadikan kambing hitam dari keteledoran pse menjaga data penggunanya.,netizen salah kaprah menjadikan kambing hitam keteledoran pse menjaga data penggunanya .,netizen salah kaprah jadi kambing hitam teledor pse jaga data guna
368,"Netizen jangan salah kaprah menjadikan @kemkominfo kambing hitam dari keteledoran PSE menjada data penggunanya. 
 
 @PlateJohnny https://t.co/txuOqnByEC",positif,"netizen jangan salah kaprah menjadikan @kemkominfo kambing hitam dari keteledoran pse menjada data penggunanya. 
 
 @platejohnny https://t.co/txuoqnbyec",netizen jangan salah kaprah menjadikan kambing hitam dari keteledoran pse menjada data penggunanya.,netizen jangan salah kaprah menjadikan kambing hitam dari keteledoran pse menjada data penggunanya.,netizen salah kaprah menjadikan kambing hitam keteledoran pse menjada data penggunanya .,netizen salah kaprah jadi kambing hitam teledor pse menjada data guna
369,"Menkominfo @PlateJohnny mengingatkan mengenai kebocoran data. 
 
 Beliau berpesan agar penyelenggara sistem elektronik (PSE) selalu waspada.
 
 @kemkominfo https://t.co/WXLbPkozNC",netral,"menkominfo @platejohnny mengingatkan mengenai kebocoran data. 
 
 beliau berpesan agar penyelenggara sistem elektronik (pse) selalu waspada.
 
 @kemkominfo https://t.co/wxlbpkoznc",menkominfo mengingatkan mengenai kebocoran data. beliau berpesan agar penyelenggara sistem elektronik pse selalu waspada.,menkominfo mengingatkan mengenai kebocoran data. beliau berpesan agar penyelenggara sistem elektronik pse selalu waspada.,menkominfo kebocoran data . beliau berpesan penyelenggara sistem elektronik pse waspada .,menkominfo bocor data beliau pesan selenggara sistem elektronik pse waspada
370,"@hyang_wisnu @PlateJohnny @Aryprasetyo85 @kemkominfo @miicies @Marbot_Udien @NgkongRoses @zhymme @03__nakula @DS_yantie Sistem keamanan data harus ditingkatkan PSE
 @PlateJohnny 
 @kemkominfo",negatif,"@hyang_wisnu @platejohnny @aryprasetyo85 @kemkominfo @miicies @marbot_udien @ngkongroses @zhymme @03__nakula @ds_yantie sistem keamanan data harus ditingkatkan pse
 @platejohnny 
 @kemkominfo",sistem keamanan data harus ditingkatkan pse,sistem keamanan data harus ditingkatkan pse,sistem keamanan data ditingkatkan pse,sistem aman data tingkat pse
371,"Menkominfo meminta meminta PSE memperhatikan tiga hal untuk menghindari potensi kebocoran data
 
 @PlateJohnny 
 @kemkominfo https://t.co/RArj3YEmE9",netral,"menkominfo meminta meminta pse memperhatikan tiga hal untuk menghindari potensi kebocoran data
 
 @platejohnny 
 @kemkominfo https://t.co/rarj3yeme9",menkominfo meminta meminta pse memperhatikan tiga hal untuk menghindari potensi kebocoran data,menkominfo meminta meminta pse memperhatikan tiga hal untuk menghindari potensi kebocoran data,menkominfo pse memperhatikan menghindari potensi kebocoran data,menkominfo pse perhati hindar potensi bocor data
372,"Menkominfo meminta PSE memperhatikan tiga hal untuk menghindari potensi kebocoran data
 
 @PlateJohnny 
 @kemkominfo https://t.co/DFTpOZVeh9",netral,"menkominfo meminta pse memperhatikan tiga hal untuk menghindari potensi kebocoran data
 
 @platejohnny 
 @kemkominfo https://t.co/dftpozveh9",menkominfo meminta pse memperhatikan tiga hal untuk menghindari potensi kebocoran data,menkominfo meminta pse memperhatikan tiga hal untuk menghindari potensi kebocoran data,menkominfo pse memperhatikan menghindari potensi kebocoran data,menkominfo pse perhati hindar potensi bocor data
373,"Potensi kebocoran data pun cukup besar. Oleh karena itu Menkominfo @PlateJohnny meminta PSE memperhatikan tiga hal.
 
 Tiga hal penting untuk mencegah kebocoran data. 👇
 @kemkominfo https://t.co/oK2D0MTnU1",netral,"potensi kebocoran data pun cukup besar. oleh karena itu menkominfo @platejohnny meminta pse memperhatikan tiga hal.
 
 tiga hal penting untuk mencegah kebocoran data. 👇
 @kemkominfo https://t.co/ok2d0mtnu1",potensi kebocoran data pun cukup besar. oleh karena itu menkominfo meminta pse memperhatikan tiga hal. tiga hal penting untuk mencegah kebocoran data.,potensi kebocoran data pun cukup besar. oleh karena itu menkominfo meminta pse memperhatikan tiga hal. tiga hal penting untuk mencegah kebocoran data.,potensi kebocoran data . menkominfo pse memperhatikan . mencegah kebocoran data .,potensi bocor data menkominfo pse perhati cegah bocor data
374,@hyang_wisnu @PlateJohnny @Aryprasetyo85 @kemkominfo @miicies @Marbot_Udien @NgkongRoses @zhymme @03__nakula @DS_yantie @kemkominfo @PlateJohnny berpesan kepada PSE untuk selalu waspada,netral,@hyang_wisnu @platejohnny @aryprasetyo85 @kemkominfo @miicies @marbot_udien @ngkongroses @zhymme @03__nakula @ds_yantie @kemkominfo @platejohnny berpesan kepada pse untuk selalu waspada,berpesan kepada pse untuk selalu waspada,berpesan kepada pse untuk selalu waspada,berpesan pse waspada,pesan pse waspada
375,"@hyang_wisnu @PlateJohnny @Aryprasetyo85 @kemkominfo @miicies @Marbot_Udien @NgkongRoses @zhymme @03__nakula @DS_yantie Pesan Pertama Menteri Johnny meminta PSE agar teknologi enkripsi, di mana security dan digital security dilakukan peningkatan kemampuan.
 @kemkominfo",netral,"@hyang_wisnu @platejohnny @aryprasetyo85 @kemkominfo @miicies @marbot_udien @ngkongroses @zhymme @03__nakula @ds_yantie pesan pertama menteri johnny meminta pse agar teknologi enkripsi, di mana security dan digital security dilakukan peningkatan kemampuan.
 @kemkominfo","pesan pertama menteri johnny meminta pse agar teknologi enkripsi, di mana security dan digital security dilakukan peningkatan kemampuan.","pesan pertama menteri johnny meminta pse agar teknologi enkripsi, di mana security dan digital security dilakukan peningkatan kemampuan.","pesan menteri johnny pse teknologi enkripsi , security digital security peningkatan kemampuan .",pesan menteri johnny pse teknologi enkripsi security digital security tingkat mampu
376,"Menkominfo @PlateJohnny mengajak semua pihak berkolaborasi menjadikan Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP) menjadi KUHP sebagai karya monumental.
 @kemkominfo @jokowi @PlateJohnny https://t.co/ZJx6KuZuej",positif,"menkominfo @platejohnny mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang-undang hukum pidana (rkuhp) menjadi kuhp sebagai karya monumental.
 @kemkominfo @jokowi @platejohnny https://t.co/zjx6kuzuej",menkominfo mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental.,menkominfo mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental.,menkominfo mengajak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp kuhp karya monumental .,menkominfo ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental
377,"Potensi kebocoran data pun cukup besar. Oleh karena itu, dia meminta PSE memperhatikan tiga hal. Pertama, agar teknologi enkripsi, teknologi keamanan, dan digital security ditingkatkan.
 @PlateJohnny 
 @kemkominfo https://t.co/bG7sbI7ZTK",netral,"potensi kebocoran data pun cukup besar. oleh karena itu, dia meminta pse memperhatikan tiga hal. pertama, agar teknologi enkripsi, teknologi keamanan, dan digital security ditingkatkan.
 @platejohnny 
 @kemkominfo https://t.co/bg7sbi7ztk","potensi kebocoran data pun cukup besar. oleh karena itu, dia meminta pse memperhatikan tiga hal. pertama, agar teknologi enkripsi, teknologi keamanan, dan digital security ditingkatkan.","potensi kebocoran data pun cukup besar. oleh karena itu, dia meminta pse memperhatikan tiga hal. pertama, agar teknologi enkripsi, teknologi keamanan, dan digital security ditingkatkan.","potensi kebocoran data . , pse memperhatikan . , teknologi enkripsi , teknologi keamanan , digital security ditingkatkan .",potensi bocor data pse perhati teknologi enkripsi teknologi aman digital security tingkat
378,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Sebelum Kapolri menginstruksikan pemberantasan judi online, Kominfo telah melakukan take down dan memblokir situs judi online. Ia menegaskan, hal tersebut tidak perlu menunggu instruksi karena sudah menjadi amanat undang-undang.
 @PlateJohnny @kemkominfo",positif,"@hyang_wisnu @kemkominfo @platejohnny @jokowi sebelum kapolri menginstruksikan pemberantasan judi online, kominfo telah melakukan take down dan memblokir situs judi online. ia menegaskan, hal tersebut tidak perlu menunggu instruksi karena sudah menjadi amanat undang-undang.
 @platejohnny @kemkominfo","sebelum kapolri menginstruksikan pemberantasan judi online, kominfo telah melakukan take down dan memblokir situs judi online. ia menegaskan, hal tersebut tidak perlu menunggu instruksi karena sudah menjadi amanat undang undang.","sebelum kapolri menginstruksikan pemberantasan judi online, kominfo telah melakukan take down dan memblokir situs judi online. ia menegaskan, hal tersebut tidak perlu menunggu instruksi karena sudah menjadi amanat undang undang.","kapolri menginstruksikan pemberantasan judi online , kominfo take down memblokir situs judi online . , menunggu instruksi amanat undang undang .",kapolri instruksi berantas judi online kominfo take down blokir situs judi online tunggu instruksi amanat undang undang
379,"Amanat undang-undang harus membersihkan yang ilegal di dalam ruang digital, salah satu yang ilegal adalah judi online.
 @PlateJohnny @kemkominfo https://t.co/c6UGchBPa8",netral,"amanat undang-undang harus membersihkan yang ilegal di dalam ruang digital, salah satu yang ilegal adalah judi online.
 @platejohnny @kemkominfo https://t.co/c6ugchbpa8","amanat undang undang harus membersihkan yang ilegal di dalam ruang digital, salah satu yang ilegal adalah judi online.","amanat undang undang harus membersihkan yang ilegal di dalam ruang digital, salah satu yang ilegal adalah judi online.","amanat undang undang membersihkan ilegal ruang digital , salah ilegal judi online .",amanat undang undang bersih ilegal ruang digital salah ilegal judi online
380,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Pemerintah provinsi DKI Jakarta terus mendukung pelaksanaan amanah Undang-undang dengan harapan Program Nasional Analog Switch Off (ASO) ini dapat terlaksana sesuai target.
 @PlateJohnny @kemkominfo",positif,"@hyang_wisnu @kemkominfo @platejohnny @jokowi pemerintah provinsi dki jakarta terus mendukung pelaksanaan amanah undang-undang dengan harapan program nasional analog switch off (aso) ini dapat terlaksana sesuai target.
 @platejohnny @kemkominfo",pemerintah provinsi dki jakarta terus mendukung pelaksanaan amanah undang undang dengan harapan program nasional analog switch off aso ini dapat terlaksana sesuai target.,pemerintah provinsi dki jakarta terus mendukung pelaksanaan amanah undang undang dengan harapan program nasional analog switch off aso ini dapat terlaksana sesuai target.,pemerintah provinsi dki jakarta mendukung pelaksanaan amanah undang undang harapan program nasional analog switch off aso terlaksana sesuai target .,perintah provinsi dki jakarta dukung laksana amanah undang undang harap program nasional analog switch off aso laksana sesuai target
381,"Pemerintah provinsi DKI Jakarta terus mendukung pelaksanaan amanah Undang-undang dengan harapan Program Nasional Analog Switch Off (ASO) ini dapat terlaksana sesuai target.
 @PlateJohnny @kemkominfo https://t.co/BCFrxR61s3",positif,"pemerintah provinsi dki jakarta terus mendukung pelaksanaan amanah undang-undang dengan harapan program nasional analog switch off (aso) ini dapat terlaksana sesuai target.
 @platejohnny @kemkominfo https://t.co/bcfrxr61s3",pemerintah provinsi dki jakarta terus mendukung pelaksanaan amanah undang undang dengan harapan program nasional analog switch off aso ini dapat terlaksana sesuai target.,pemerintah provinsi dki jakarta terus mendukung pelaksanaan amanah undang undang dengan harapan program nasional analog switch off aso ini dapat terlaksana sesuai target.,pemerintah provinsi dki jakarta mendukung pelaksanaan amanah undang undang harapan program nasional analog switch off aso terlaksana sesuai target .,perintah provinsi dki jakarta dukung laksana amanah undang undang harap program nasional analog switch off aso laksana sesuai target
382,"Pertama Menteri Johnny meminta PSE agar teknologi enkripsi, di mana security dan digital security dilakukan peningkatan kemampuan.
 @kemkominfo @PlateJohnny https://t.co/xjif2BdpS5",netral,"pertama menteri johnny meminta pse agar teknologi enkripsi, di mana security dan digital security dilakukan peningkatan kemampuan.
 @kemkominfo @platejohnny https://t.co/xjif2bdps5","pertama menteri johnny meminta pse agar teknologi enkripsi, di mana security dan digital security dilakukan peningkatan kemampuan.","pertama menteri johnny meminta pse agar teknologi enkripsi, di mana security dan digital security dilakukan peningkatan kemampuan.","menteri johnny pse teknologi enkripsi , security digital security peningkatan kemampuan .",menteri johnny pse teknologi enkripsi security digital security tingkat mampu
383,"Menkominfo menambahkan, sebelum Kapolri menginstruksikan pemberantasan judi online, Kominfo telah melakukan take down dan memblokir situs judi online. Ia menegaskan, hal tersebut tidak perlu menunggu instruksi karena sudah menjadi amanat undang-undang.
 @PlateJohnny @kemkominfo https://t.co/eC8hHavoMc",netral,"menkominfo menambahkan, sebelum kapolri menginstruksikan pemberantasan judi online, kominfo telah melakukan take down dan memblokir situs judi online. ia menegaskan, hal tersebut tidak perlu menunggu instruksi karena sudah menjadi amanat undang-undang.
 @platejohnny @kemkominfo https://t.co/ec8hhavomc","menkominfo menambahkan, sebelum kapolri menginstruksikan pemberantasan judi online, kominfo telah melakukan take down dan memblokir situs judi online. ia menegaskan, hal tersebut tidak perlu menunggu instruksi karena sudah menjadi amanat undang undang.","menkominfo menambahkan, sebelum kapolri menginstruksikan pemberantasan judi online, kominfo telah melakukan take down dan memblokir situs judi online. ia menegaskan, hal tersebut tidak perlu menunggu instruksi karena sudah menjadi amanat undang undang.","menkominfo , kapolri menginstruksikan pemberantasan judi online , kominfo take down memblokir situs judi online . , menunggu instruksi amanat undang undang .",menkominfo kapolri instruksi berantas judi online kominfo take down blokir situs judi online tunggu instruksi amanat undang undang
384,"Sebelum Kapolri menginstruksikan pemberantasan judi online, Kominfo telah melakukan take down dan memblokir situs judi online. Ia menegaskan, hal tersebut tidak perlu menunggu instruksi karena sudah menjadi amanat undang-undang.
 @kemkominfo
 @PlateJohnny
 https://t.co/C0zrvZL8uW",netral,"sebelum kapolri menginstruksikan pemberantasan judi online, kominfo telah melakukan take down dan memblokir situs judi online. ia menegaskan, hal tersebut tidak perlu menunggu instruksi karena sudah menjadi amanat undang-undang.
 @kemkominfo
 @platejohnny
 https://t.co/c0zrvzl8uw","sebelum kapolri menginstruksikan pemberantasan judi online, kominfo telah melakukan take down dan memblokir situs judi online. ia menegaskan, hal tersebut tidak perlu menunggu instruksi karena sudah menjadi amanat undang undang.","sebelum kapolri menginstruksikan pemberantasan judi online, kominfo telah melakukan take down dan memblokir situs judi online. ia menegaskan, hal tersebut tidak perlu menunggu instruksi karena sudah menjadi amanat undang undang.","kapolri menginstruksikan pemberantasan judi online , kominfo take down memblokir situs judi online . , menunggu instruksi amanat undang undang .",kapolri instruksi berantas judi online kominfo take down blokir situs judi online tunggu instruksi amanat undang undang
385,"Bahas Kebocoran Data, Menkominfo Ingatkan Tiga Hal Ini
 
 Menteri Komunikasi dan Informatika (Menkominfo) @PlateJohnny mengingatkan mengenai kebocoran data. Dia pun berpesan agar penyelenggara sistem elektronik (PSE) selalu waspada. https://t.co/NwHJ3q0x8z",netral,"bahas kebocoran data, menkominfo ingatkan tiga hal ini
 
 menteri komunikasi dan informatika (menkominfo) @platejohnny mengingatkan mengenai kebocoran data. dia pun berpesan agar penyelenggara sistem elektronik (pse) selalu waspada. https://t.co/nwhj3q0x8z","bahas kebocoran data, menkominfo ingatkan tiga hal ini menteri komunikasi dan informatika menkominfo mengingatkan mengenai kebocoran data. dia pun berpesan agar penyelenggara sistem elektronik pse selalu waspada.","bahas kebocoran data, menkominfo ingatkan tiga hal ini menteri komunikasi dan informatika menkominfo mengingatkan mengenai kebocoran data. dia pun berpesan agar penyelenggara sistem elektronik pse selalu waspada.","bahas kebocoran data , menkominfo ingatkan menteri komunikasi informatika menkominfo kebocoran data . berpesan penyelenggara sistem elektronik pse waspada .",bahas bocor data menkominfo ingat menteri komunikasi informatika menkominfo bocor data pesan selenggara sistem elektronik pse waspada
386,"Potensi kebocoran data pun cukup besar. Oleh karena itu, dia meminta PSE memperhatikan tiga hal. Pertama, Jhonny meminta PSE agar teknologi enkripsi, teknologi keamanan, dan digital security ditingkatkan.
 @kemkominfo @jokowi @PlateJohnny https://t.co/Tnr0nKzFKF",netral,"potensi kebocoran data pun cukup besar. oleh karena itu, dia meminta pse memperhatikan tiga hal. pertama, jhonny meminta pse agar teknologi enkripsi, teknologi keamanan, dan digital security ditingkatkan.
 @kemkominfo @jokowi @platejohnny https://t.co/tnr0nkzfkf","potensi kebocoran data pun cukup besar. oleh karena itu, dia meminta pse memperhatikan tiga hal. pertama, jhonny meminta pse agar teknologi enkripsi, teknologi keamanan, dan digital security ditingkatkan.","potensi kebocoran data pun cukup besar. oleh karena itu, dia meminta pse memperhatikan tiga hal. pertama, jhonny meminta pse agar teknologi enkripsi, teknologi keamanan, dan digital security ditingkatkan.","potensi kebocoran data . , pse memperhatikan . , jhonny pse teknologi enkripsi , teknologi keamanan , digital security ditingkatkan .",potensi bocor data pse perhati jhonny pse teknologi enkripsi teknologi aman digital security tingkat
387,"Menteri Komunikasi dan Informatika (Menkominfo) Johnny G Plate mengingatkan mengenai kebocoran data. Dia pun berpesan agar penyelenggara sistem elektronik (PSE) selalu waspada.
 @kemkominfo @jokowi @PlateJohnny https://t.co/UlgleTV8ML",netral,"menteri komunikasi dan informatika (menkominfo) johnny g plate mengingatkan mengenai kebocoran data. dia pun berpesan agar penyelenggara sistem elektronik (pse) selalu waspada.
 @kemkominfo @jokowi @platejohnny https://t.co/ulgletv8ml",menteri komunikasi dan informatika menkominfo johnny g plate mengingatkan mengenai kebocoran data. dia pun berpesan agar penyelenggara sistem elektronik pse selalu waspada.,menteri komunikasi dan informatika menkominfo johnny g plate mengingatkan mengenai kebocoran data. dia pun berpesan agar penyelenggara sistem elektronik pse selalu waspada.,menteri komunikasi informatika menkominfo johnny g plate kebocoran data . berpesan penyelenggara sistem elektronik pse waspada .,menteri komunikasi informatika menkominfo johnny g plate bocor data pesan selenggara sistem elektronik pse waspada
388,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Pendaftaran PSE lingkup privat merupakan amanat dari Peraturan Menteri Komunikasi dan Informatika Nomor 5 Tahun 2020 tentang Penyelenggara Sistem Elektronik Lingkup Privat.
 @kemkominfo @PlateJohnny",netral,"@hyang_wisnu @kemkominfo @platejohnny @jokowi pendaftaran pse lingkup privat merupakan amanat dari peraturan menteri komunikasi dan informatika nomor 5 tahun 2020 tentang penyelenggara sistem elektronik lingkup privat.
 @kemkominfo @platejohnny",pendaftaran pse lingkup privat merupakan amanat dari peraturan menteri komunikasi dan informatika nomor tahun tentang penyelenggara sistem elektronik lingkup privat.,pendaftaran pse lingkup privat merupakan amanat dari peraturan menteri komunikasi dan informatika nomor tahun tentang penyelenggara sistem elektronik lingkup privat.,pendaftaran pse lingkup privat amanat peraturan menteri komunikasi informatika nomor penyelenggara sistem elektronik lingkup privat .,daftar pse lingkup privat amanat atur menteri komunikasi informatika nomor selenggara sistem elektronik lingkup privat
389,"@hyang_wisnu @kemkominfo @PlateJohnny Konteks pernyataan @kemkominfo @PlateJohnny jelas kalau situs https://t.co/MscodSNg0E tidak terdaftar dalam PSE Kominfo, maka situs tersebut akan diblokir.",netral,"@hyang_wisnu @kemkominfo @platejohnny konteks pernyataan @kemkominfo @platejohnny jelas kalau situs https://t.co/mscodsng0e tidak terdaftar dalam pse kominfo, maka situs tersebut akan diblokir.","konteks pernyataan jelas kalau situs tidak terdaftar dalam pse kominfo, maka situs tersebut akan diblokir.","konteks pernyataan jelas kalau situs tidak terdaftar dalam pse kominfo, maka situs tersebut akan diblokir.","konteks pernyataan situs terdaftar pse kominfo , situs diblokir .",konteks nyata situs daftar pse kominfo situs blokir
390,"Tampung Aspirasi, @kemkominfo Fasilitasi Diskusi Publik RKUHP
 
 Kementerian Komunikasi dan Informatika mengambil bagian aktif dalam Sosialisasi Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP). 
 @PlateJohnny
  https://t.co/26oA9MUICD",netral,"tampung aspirasi, @kemkominfo fasilitasi diskusi publik rkuhp
 
 kementerian komunikasi dan informatika mengambil bagian aktif dalam sosialisasi rancangan kitab undang-undang hukum pidana (rkuhp). 
 @platejohnny
  https://t.co/26oa9muicd","tampung aspirasi, fasilitasi diskusi publik rkuhp kementerian komunikasi dan informatika mengambil bagian aktif dalam sosialisasi rancangan kitab undang undang hukum pidana rkuhp .","tampung aspirasi, fasilitasi diskusi publik rkuhp kementerian komunikasi dan informatika mengambil bagian aktif dalam sosialisasi rancangan kitab undang undang hukum pidana rkuhp .","tampung aspirasi , fasilitasi diskusi publik rkuhp kementerian komunikasi informatika mengambil aktif sosialisasi rancangan kitab undang undang hukum pidana rkuhp .",tampung aspirasi fasilitas diskusi publik rkuhp menteri komunikasi informatika ambil aktif sosialisasi rancang kitab undang undang hukum pidana rkuhp
391,"Kemenkominfo mengajak masyarakat terlibat dalam diskusi RKUHP karena aspirasi &amp; gagasan dari warga merupakan hal berharga dalam penyusunan sebuah undang-undang, 
 @PlateJohnny 
 @kemkominfo https://t.co/tORdoUVFBr",positif,"kemenkominfo mengajak masyarakat terlibat dalam diskusi rkuhp karena aspirasi &amp; gagasan dari warga merupakan hal berharga dalam penyusunan sebuah undang-undang, 
 @platejohnny 
 @kemkominfo https://t.co/tordouvfbr","kemenkominfo mengajak masyarakat terlibat dalam diskusi rkuhp karena aspirasi amp gagasan dari warga merupakan hal berharga dalam penyusunan sebuah undang undang,","kemenkominfo mengajak masyarakat terlibat dalam diskusi rkuhp karena aspirasi amp gagasan dari warga merupakan hal berharga dalam penyusunan sebuah undang undang,","kemenkominfo mengajak masyarakat terlibat diskusi rkuhp aspirasi amp gagasan warga berharga penyusunan undang undang ,",kemenkominfo ajak masyarakat libat diskusi rkuhp aspirasi amp gagas warga harga susun undang undang
392,"Kemenkominfo mengambil bagian aktif dalam Sosialisasi Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP). 
 
 Menkominfo @PlateJohnny menyatakan pihaknya memfasilitasi pelaksanaan diskusi publik 
 @kemkominfo https://t.co/vjUtomRReI",positif,"kemenkominfo mengambil bagian aktif dalam sosialisasi rancangan kitab undang-undang hukum pidana (rkuhp). 
 
 menkominfo @platejohnny menyatakan pihaknya memfasilitasi pelaksanaan diskusi publik 
 @kemkominfo https://t.co/vjutomrrei",kemenkominfo mengambil bagian aktif dalam sosialisasi rancangan kitab undang undang hukum pidana rkuhp . menkominfo menyatakan pihaknya memfasilitasi pelaksanaan diskusi publik,kemenkominfo mengambil bagian aktif dalam sosialisasi rancangan kitab undang undang hukum pidana rkuhp . menkominfo menyatakan pihaknya memfasilitasi pelaksanaan diskusi publik,kemenkominfo mengambil aktif sosialisasi rancangan kitab undang undang hukum pidana rkuhp . menkominfo memfasilitasi pelaksanaan diskusi publik,kemenkominfo ambil aktif sosialisasi rancang kitab undang undang hukum pidana rkuhp menkominfo fasilitas laksana diskusi publik
393,Johnny G. Plate mengajak semua pihak berkolaborasi menjadikan Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP) menjadi KUHP sebagai karya monumental @kemkominfo @PlateJohnny https://t.co/L6pyHefIns,positif,johnny g. plate mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang-undang hukum pidana (rkuhp) menjadi kuhp sebagai karya monumental @kemkominfo @platejohnny https://t.co/l6pyhefins,johnny g. plate mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental,johnny g. plate mengajak semua pihak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp menjadi kuhp sebagai karya monumental,johnny g. plate mengajak berkolaborasi menjadikan rancangan kitab undang undang hukum pidana rkuhp kuhp karya monumental,johnny g plate ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental
394,@kemkominfo @PlateJohnny Pse ga ada yg bisa ngejamin?,negatif,@kemkominfo @platejohnny pse ga ada yg bisa ngejamin?,pse ga ada yg bisa ngejamin?,pse ga ada yang bisa ngejamin?,pse ga ngejamin ?,pse ga ngejamin
395,@kemkominfo @PlateJohnny @sandiuno Gausah sok2an pse deh kyknya,negatif,@kemkominfo @platejohnny @sandiuno gausah sok2an pse deh kyknya,gausah sok an pse deh kyknya,gausah sok an pse deh kyknya,gausah sok an pse deh kyknya,gausah sok an pse deh kyknya
396,"PSE yg sudah mendaftar di @kemkominfo dapat beroperasi di wilayah kedaulatan NKRI.
 
 Catat !! 
 Setelah mendaftar dan mendapatkan hak-haknya , PSE wajib tunduk pada hukum yang berlaku di wilayah kedaulatan NKRI.
 
 @PlateJohnny
 https://t.co/TCgW8L4Nhx",positif,"pse yg sudah mendaftar di @kemkominfo dapat beroperasi di wilayah kedaulatan nkri.
 
 catat !! 
 setelah mendaftar dan mendapatkan hak-haknya , pse wajib tunduk pada hukum yang berlaku di wilayah kedaulatan nkri.
 
 @platejohnny
 https://t.co/tcgw8l4nhx","pse yg sudah mendaftar di dapat beroperasi di wilayah kedaulatan nkri. catat !! setelah mendaftar dan mendapatkan hak haknya , pse wajib tunduk pada hukum yang berlaku di wilayah kedaulatan nkri.","pse yang sudah mendaftar di dapat beroperasi di wilayah kedaulatan nkri. catat !! setelah mendaftar dan mendapatkan hak haknya , pse wajib tunduk pada hukum yang berlaku di wilayah kedaulatan nkri.","pse mendaftar beroperasi wilayah kedaulatan nkri . catat ! ! mendaftar hak haknya , pse wajib tunduk hukum berlaku wilayah kedaulatan nkri .",pse daftar operasi wilayah daulat nkri catat daftar hak hak pse wajib tunduk hukum laku wilayah daulat nkri
